work_year,salary_in_usd
0.46116994333840255,136000
0.46116994333840255,150000
0.46116994333840255,180000
0.46116994333840255,125000
0.46116994333840255,247600
0.46116994333840255,127300
0.46116994333840255,60000
0.46116994333840255,55000
0.46116994333840255,250000
0.46116994333840255,125000
0.46116994333840255,190000
0.46116994333840255,170000
0.46116994333840255,202600
0.46116994333840255,168800
0.46116994333840255,132000
0.46116994333840255,111000
0.46116994333840255,203000
0.46116994333840255,127000
0.46116994333840255,125009
0.46116994333840255,83339
0.46116994333840255,112200
0.46116994333840255,91800
0.46116994333840255,200000
0.46116994333840255,160000
0.46116994333840255,161952
0.46116994333840255,185000
0.46116994333840255,150000
0.46116994333840255,160000
0.46116994333840255,130000
0.46116994333840255,145000
0.46116994333840255,115000
0.46116994333840255,133000
0.46116994333840255,58300
0.46116994333840255,254000
0.46116994333840255,159000
0.46116994333840255,170000
0.46116994333840255,85000
0.46116994333840255,130500
0.46116994333840255,116000
0.46116994333840255,81400
0.46116994333840255,43500
0.46116994333840255,169000
0.46116994333840255,92000
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,190000
0.46116994333840255,165000
0.46116994333840255,305600
0.46116994333840255,146600
0.46116994333840255,150000
0.46116994333840255,120000
0.46116994333840255,275000
0.46116994333840255,146400
0.46116994333840255,208500
0.46116994333840255,165000
0.46116994333840255,258700
0.46116994333840255,172500
0.46116994333840255,150000
0.46116994333840255,130000
0.46116994333840255,185000
0.46116994333840255,150000
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,198200
0.46116994333840255,110200
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,167100
0.46116994333840255,111400
0.46116994333840255,133000
0.46116994333840255,58400
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,170000
0.46116994333840255,145000
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,170000
0.46116994333840255,135000
0.46116994333840255,145000
0.46116994333840255,115000
0.46116994333840255,139810
0.46116994333840255,95325
0.46116994333840255,278700
0.46116994333840255,159300
0.46116994333840255,226700
0.46116994333840255,151100
0.46116994333840255,247300
0.46116994333840255,139700
0.46116994333840255,188000
0.46116994333840255,139000
0.46116994333840255,150000
0.46116994333840255,160000
0.46116994333840255,94000
0.46116994333840255,127000
0.46116994333840255,65000
0.46116994333840255,276000
0.46116994333840255,174000
0.46116994333840255,260000
0.46116994333840255,136000
0.46116994333840255,250000
0.46116994333840255,210000
0.46116994333840255,188000
0.46116994333840255,139000
0.46116994333840255,238000
0.46116994333840255,176000
0.46116994333840255,204500
0.46116994333840255,142200
0.46116994333840255,212000
0.46116994333840255,190000
0.46116994333840255,261500
0.46116994333840255,134500
0.46116994333840255,239000
0.46116994333840255,122900
0.46116994333840255,115000
0.46116994333840255,95000
0.46116994333840255,158500
0.46116994333840255,115000
0.46116994333840255,331640
0.46116994333840255,267720
0.46116994333840255,180000
0.46116994333840255,90000
0.46116994333840255,83000
0.46116994333840255,66000
0.46116994333840255,224250
0.46116994333840255,121550
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,141298
0.46116994333840255,115607
0.46116994333840255,109000
0.46116994333840255,100000
0.46116994333840255,205400
0.46116994333840255,92900
0.46116994333840255,220000
0.46116994333840255,130000
0.46116994333840255,160000
0.46116994333840255,110000
0.46116994333840255,230000
0.46116994333840255,100000
0.46116994333840255,186030
0.46116994333840255,110200
0.46116994333840255,130000
0.46116994333840255,100000
0.46116994333840255,242000
0.46116994333840255,106200
0.46116994333840255,220000
0.46116994333840255,120000
0.46116994333840255,258000
0.46116994333840255,171000
0.46116994333840255,91200
0.46116994333840255,58200
0.46116994333840255,192000
0.46116994333840255,178000
0.46116994333840255,210000
0.46116994333840255,130000
0.46116994333840255,160000
0.46116994333840255,150000
0.46116994333840255,260000
0.46116994333840255,136000
0.46116994333840255,206000
0.46116994333840255,134000
0.46116994333840255,180000
0.46116994333840255,135000
0.46116994333840255,200000
0.46116994333840255,120000
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,106700
0.46116994333840255,57700
0.46116994333840255,266400
0.46116994333840255,173300
0.46116994333840255,125000
0.46116994333840255,100000
0.46116994333840255,165600
0.46116994333840255,65800
0.46116994333840255,210400
0.46116994333840255,170500
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,170000
0.46116994333840255,160000
0.46116994333840255,185400
0.46116994333840255,81536
0.46116994333840255,193000
0.46116994333840255,158000
0.46116994333840255,170000
0.46116994333840255,100000
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,148000
0.46116994333840255,99000
0.46116994333840255,204500
0.46116994333840255,142200
0.46116994333840255,95000
0.46116994333840255,75000
0.46116994333840255,115000
0.46116994333840255,105000
0.46116994333840255,195800
0.46116994333840255,161900
0.46116994333840255,90000
0.46116994333840255,80000
0.46116994333840255,192500
0.46116994333840255,140000
0.46116994333840255,100000
0.46116994333840255,75000
0.46116994333840255,169000
0.46116994333840255,91000
0.46116994333840255,216600
0.46116994333840255,144400
0.46116994333840255,150000
0.46116994333840255,120000
0.46116994333840255,133000
0.46116994333840255,58400
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,336300
0.46116994333840255,179000
0.46116994333840255,296400
0.46116994333840255,159600
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,204500
0.46116994333840255,142200
0.46116994333840255,258500
0.46116994333840255,226500
0.46116994333840255,247250
0.46116994333840255,118400
0.46116994333840255,160000
0.46116994333840255,140000
0.46116994333840255,212000
0.46116994333840255,93400
0.46116994333840255,172256
0.46116994333840255,123040
0.46116994333840255,219000
0.46116994333840255,132000
0.46116994333840255,130500
0.46116994333840255,116000
0.46116994333840255,323300
0.46116994333840255,184700
0.46116994333840255,250000
0.46116994333840255,200000
0.46116994333840255,136000
0.46116994333840255,91000
0.46116994333840255,185900
0.46116994333840255,129300
0.46116994333840255,143000
0.46116994333840255,78000
0.46116994333840255,135000
0.46116994333840255,110000
0.46116994333840255,142000
0.46116994333840255,102200
0.46116994333840255,137500
0.46116994333840255,81500
0.46116994333840255,202000
0.46116994333840255,147000
0.46116994333840255,140000
0.46116994333840255,125000
0.46116994333840255,170625
0.46116994333840255,127950
0.46116994333840255,123040
0.46116994333840255,86128
0.46116994333840255,85256
0.46116994333840255,71615
0.46116994333840255,100000
0.46116994333840255,100000
0.46116994333840255,185000
0.46116994333840255,125000
0.46116994333840255,60000
0.46116994333840255,52000
0.46116994333840255,300000
0.46116994333840255,260000
0.46116994333840255,225000
0.46116994333840255,170000
0.46116994333840255,100000
0.46116994333840255,80000
0.46116994333840255,204500
0.46116994333840255,142200
0.46116994333840255,135000
0.46116994333840255,100000
0.46116994333840255,297300
0.46116994333840255,198200
0.46116994333840255,240000
0.46116994333840255,190000
0.46116994333840255,185000
0.46116994333840255,79600
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,110000
0.46116994333840255,95000
0.46116994333840255,324000
0.46116994333840255,159000
0.46116994333840255,207700
0.46116994333840255,133700
0.46116994333840255,71000
0.46116994333840255,57000
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,200000
0.46116994333840255,150000
0.46116994333840255,59000
0.46116994333840255,50000
0.46116994333840255,234000
0.46116994333840255,208000
0.46116994333840255,187000
0.46116994333840255,128000
0.46116994333840255,202000
0.46116994333840255,147000
0.46116994333840255,50000
0.46116994333840255,64781
0.46116994333840255,57223
0.46116994333840255,21000
0.46116994333840255,135000
0.46116994333840255,120000
0.46116994333840255,150000
0.46116994333840255,140000
0.46116994333840255,190000
0.46116994333840255,165000
0.46116994333840255,280000
0.46116994333840255,190000
0.46116994333840255,212000
0.46116994333840255,190000
0.46116994333840255,43064
0.46116994333840255,43064
0.46116994333840255,245700
0.46116994333840255,132300
0.46116994333840255,90000
0.46116994333840255,80000
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,276000
0.46116994333840255,174000
0.46116994333840255,133000
0.46116994333840255,58300
0.46116994333840255,145640
0.46116994333840255,84400
0.46116994333840255,300000
0.46116994333840255,195000
0.46116994333840255,190000
0.46116994333840255,107500
0.46116994333840255,105000
0.46116994333840255,75000
0.46116994333840255,140000
0.46116994333840255,98000
0.46116994333840255,204500
0.46116994333840255,142200
0.46116994333840255,236160
0.46116994333840255,159408
0.46116994333840255,115000
0.46116994333840255,85000
0.46116994333840255,145000
0.46116994333840255,120000
0.46116994333840255,120350
0.46116994333840255,74400
0.46116994333840255,158494
0.46116994333840255,88052
0.46116994333840255,181500
0.46116994333840255,127000
0.46116994333840255,300000
0.46116994333840255,260000
0.46116994333840255,258000
0.46116994333840255,171000
0.46116994333840255,25000
0.46116994333840255,200000
0.46116994333840255,150000
0.46116994333840255,225300
0.46116994333840255,197400
0.46116994333840255,205500
0.46116994333840255,128500
0.46116994333840255,191600
0.46116994333840255,125600
0.46116994333840255,245700
0.46116994333840255,132300
0.46116994333840255,130410
0.46116994333840255,92000
0.46116994333840255,183900
0.46116994333840255,108800
0.46116994333840255,275000
0.46116994333840255,121200
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,231250
0.46116994333840255,111000
0.46116994333840255,300000
0.46116994333840255,130000
0.46116994333840255,210500
0.46116994333840255,105300
0.46116994333840255,158400
0.46116994333840255,85800
0.46116994333840255,305600
0.46116994333840255,146600
0.46116994333840255,180400
0.46116994333840255,138800
0.46116994333840255,258700
0.46116994333840255,172500
0.46116994333840255,156100
0.46116994333840255,100400
0.46116994333840255,134200
0.46116994333840255,103200
0.46116994333840255,105000
0.46116994333840255,85000
0.46116994333840255,220000
0.46116994333840255,160000
0.46116994333840255,110000
0.46116994333840255,95000
0.46116994333840255,95400
0.46116994333840255,57800
0.46116994333840255,110000
0.46116994333840255,86000
0.46116994333840255,125000
0.46116994333840255,87500
0.46116994333840255,185000
0.46116994333840255,79600
0.46116994333840255,275000
0.46116994333840255,170000
0.46116994333840255,133200
0.46116994333840255,84000
0.46116994333840255,171000
0.46116994333840255,93000
0.46116994333840255,216450
0.46116994333840255,123750
0.46116994333840255,212800
0.46116994333840255,124100
0.46116994333840255,205000
0.46116994333840255,166000
0.46116994333840255,231650
0.46116994333840255,189100
0.46116994333840255,160000
0.46116994333840255,120000
0.46116994333840255,156100
0.46116994333840255,100400
0.46116994333840255,266875
0.46116994333840255,128250
0.46116994333840255,158600
0.46116994333840255,115300
0.46116994333840255,225300
0.46116994333840255,197400
0.46116994333840255,109900
0.46116994333840255,61200
0.46116994333840255,161000
0.46116994333840255,75000
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,138510
0.46116994333840255,95490
0.46116994333840255,150000
0.46116994333840255,110000
0.46116994333840255,232200
0.46116994333840255,133300
0.46116994333840255,121788
0.46116994333840255,79032
0.46116994333840255,178250
0.46116994333840255,110500
0.46116994333840255,190000
0.46116994333840255,160000
0.46116994333840255,216000
0.46116994333840255,184000
0.46116994333840255,166000
0.46116994333840255,104000
0.46116994333840255,185000
0.46116994333840255,79600
0.46116994333840255,230000
0.46116994333840255,196000
0.46116994333840255,184000
0.46116994333840255,123000
0.46116994333840255,165600
0.46116994333840255,65800
0.46116994333840255,186000
0.46116994333840255,81800
0.46116994333840255,135000
0.46116994333840255,82500
0.46116994333840255,247250
0.46116994333840255,160000
0.46116994333840255,169000
0.46116994333840255,105500
0.46116994333840255,195800
0.46116994333840255,161900
0.46116994333840255,108500
0.46116994333840255,78800
0.46116994333840255,225000
0.46116994333840255,166000
0.46116994333840255,167500
0.46116994333840255,106500
0.46116994333840255,160000
0.46116994333840255,110000
0.46116994333840255,120000
0.46116994333840255,105000
0.46116994333840255,110000
0.46116994333840255,87500
0.46116994333840255,60000
0.46116994333840255,55000
0.46116994333840255,145000
0.46116994333840255,115000
0.46116994333840255,225000
0.46116994333840255,166000
0.46116994333840255,135000
0.46116994333840255,100000
0.46116994333840255,105000
0.46116994333840255,95000
0.46116994333840255,289800
0.46116994333840255,214200
0.46116994333840255,167500
0.46116994333840255,106500
0.46116994333840255,220000
0.46116994333840255,146000
0.46116994333840255,128000
0.46116994333840255,81500
0.46116994333840255,206000
0.46116994333840255,134000
0.46116994333840255,370000
0.46116994333840255,200000
0.46116994333840255,175000
0.46116994333840255,160000
0.46116994333840255,240000
0.46116994333840255,100000
0.46116994333840255,180000
0.46116994333840255,160000
0.46116994333840255,143000
0.46116994333840255,127000
0.46116994333840255,249300
0.46116994333840255,149300
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,190000
0.46116994333840255,160000
0.46116994333840255,248100
0.46116994333840255,145900
0.46116994333840255,170200
0.46116994333840255,83900
0.46116994333840255,100000
0.46116994333840255,75000
0.46116994333840255,166000
0.46116994333840255,90000
0.46116994333840255,160000
0.46116994333840255,94100
0.46116994333840255,226600
0.46116994333840255,140100
0.46116994333840255,247600
0.46116994333840255,127300
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,260000
0.46116994333840255,136000
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,156000
0.46116994333840255,124000
0.46116994333840255,200000
0.46116994333840255,132600
0.46116994333840255,308000
0.46116994333840255,190400
0.46116994333840255,155000
0.46116994333840255,136000
0.46116994333840255,160000
0.46116994333840255,75000
0.46116994333840255,214500
0.46116994333840255,132600
0.46116994333840255,111000
0.46116994333840255,104000
0.46116994333840255,260000
0.46116994333840255,136000
0.46116994333840255,85000
0.46116994333840255,75000
0.46116994333840255,180250
0.46116994333840255,118000
0.46116994333840255,212800
0.46116994333840255,111600
0.46116994333840255,157500
0.46116994333840255,132500
0.46116994333840255,85000
0.46116994333840255,75000
0.46116994333840255,93918
0.46116994333840255,51962
0.46116994333840255,171000
0.46116994333840255,152000
0.46116994333840255,223600
0.46116994333840255,115000
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,140000
0.46116994333840255,110000
0.46116994333840255,130900
0.46116994333840255,72700
0.46116994333840255,333500
0.46116994333840255,144000
0.46116994333840255,180000
0.46116994333840255,118200
0.46116994333840255,354200
0.46116994333840255,221800
0.46116994333840255,166000
0.46116994333840255,73000
0.46116994333840255,156600
0.46116994333840255,137200
0.46116994333840255,149000
0.46116994333840255,65300
0.46116994333840255,187000
0.46116994333840255,180000
0.46116994333840255,119636
0.46116994333840255,70374
0.46116994333840255,105000
0.46116994333840255,67000
0.46116994333840255,102000
0.46116994333840255,94770
0.46116994333840255,186000
0.46116994333840255,81800
0.46116994333840255,133000
0.46116994333840255,58400
0.46116994333840255,169900
0.46116994333840255,164100
0.46116994333840255,305600
0.46116994333840255,172500
0.46116994333840255,105000
0.46116994333840255,75000
0.46116994333840255,37573
-1.46397276970521,36940
0.46116994333840255,180240
0.46116994333840255,120160
0.46116994333840255,212000
0.46116994333840255,93400
0.46116994333840255,275000
0.46116994333840255,170000
0.46116994333840255,119000
0.46116994333840255,71400
0.46116994333840255,115950
0.46116994333840255,69570
0.46116994333840255,225100
0.46116994333840255,140900
0.46116994333840255,116000
0.46116994333840255,90000
0.46116994333840255,212000
0.46116994333840255,93300
0.46116994333840255,179000
0.46116994333840255,144000
0.46116994333840255,250800
0.46116994333840255,167200
0.46116994333840255,144000
0.46116994333840255,76000
0.46116994333840255,230000
0.46116994333840255,180000
0.46116994333840255,156450
0.46116994333840255,119200
0.46116994333840255,150000
0.46116994333840255,130000
0.46116994333840255,247500
0.46116994333840255,172200
0.46116994333840255,155000
0.46116994333840255,125000
0.46116994333840255,175000
0.46116994333840255,97500
0.46116994333840255,220000
0.46116994333840255,185000
0.46116994333840255,100000
0.46116994333840255,75000
0.46116994333840255,303050
0.46116994333840255,202350
0.46116994333840255,21593
0.46116994333840255,201650
0.46116994333840255,124600
0.46116994333840255,198200
0.46116994333840255,110200
0.46116994333840255,212000
0.46116994333840255,93400
0.46116994333840255,145000
0.46116994333840255,110000
0.46116994333840255,89500
0.46116994333840255,65000
0.46116994333840255,328400
0.46116994333840255,205600
0.46116994333840255,184800
0.46116994333840255,161900
0.46116994333840255,85000
0.46116994333840255,61800
0.46116994333840255,70748
0.46116994333840255,67056
0.46116994333840255,116000
0.46116994333840255,72500
0.46116994333840255,215000
0.46116994333840255,169850
0.46116994333840255,225000
0.46116994333840255,180000
0.46116994333840255,147400
0.46116994333840255,107682
0.46116994333840255,225300
0.46116994333840255,197400
0.46116994333840255,160000
0.46116994333840255,136000
0.46116994333840255,204600
0.46116994333840255,126500
0.46116994333840255,210000
0.46116994333840255,115000
0.46116994333840255,86500
0.46116994333840255,40400
0.46116994333840255,260000
0.46116994333840255,136000
0.46116994333840255,329700
0.46116994333840255,192351
0.46116994333840255,280000
0.46116994333840255,160000
0.46116994333840255,106700
0.46116994333840255,97000
0.46116994333840255,175000
0.46116994333840255,150000
0.46116994333840255,145000
0.46116994333840255,120000
0.46116994333840255,88000
0.46116994333840255,60000
0.46116994333840255,123000
0.46116994333840255,93593
0.46116994333840255,276000
0.46116994333840255,174000
0.46116994333840255,185900
0.46116994333840255,129300
0.46116994333840255,222405
0.46116994333840255,172800
0.46116994333840255,120350
0.46116994333840255,74400
0.46116994333840255,205600
0.46116994333840255,105700
0.46116994333840255,263500
0.46116994333840255,189360
0.46116994333840255,192000
0.46116994333840255,124000
0.46116994333840255,230000
0.46116994333840255,124000
0.46116994333840255,148500
0.46116994333840255,82500
0.46116994333840255,184800
0.46116994333840255,161900
0.46116994333840255,310000
0.46116994333840255,206000
0.46116994333840255,372000
0.46116994333840255,223000
0.46116994333840255,172256
0.46116994333840255,123040
0.46116994333840255,95000
0.46116994333840255,80000
0.46116994333840255,131000
0.46116994333840255,110000
0.46116994333840255,148500
0.46116994333840255,82500
0.46116994333840255,133000
0.46116994333840255,58400
0.46116994333840255,233500
0.46116994333840255,146000
0.46116994333840255,300000
0.46116994333840255,130000
0.46116994333840255,280889
0.46116994333840255,187259
0.46116994333840255,305100
0.46116994333840255,146900
0.46116994333840255,78800
0.46116994333840255,44100
0.46116994333840255,166000
0.46116994333840255,73100
0.46116994333840255,150000
0.46116994333840255,80000
0.46116994333840255,150000
0.46116994333840255,80000
0.46116994333840255,170000
0.46116994333840255,120000
0.46116994333840255,110000
0.46116994333840255,90000
0.46116994333840255,202800
0.46116994333840255,104300
0.46116994333840255,272400
0.46116994333840255,140100
0.46116994333840255,154000
0.46116994333840255,103000
0.46116994333840255,223600
0.46116994333840255,115000
0.46116994333840255,80750
0.46116994333840255,48450
0.46116994333840255,85600
0.46116994333840255,57000
0.46116994333840255,190400
0.46116994333840255,112000
0.46116994333840255,119636
0.46116994333840255,70374
0.46116994333840255,304750
0.46116994333840255,160000
0.46116994333840255,98873
0.46116994333840255,58161
0.46116994333840255,138000
0.46116994333840255,85500
0.46116994333840255,307100
0.46116994333840255,216800
0.46116994333840255,153600
0.46116994333840255,106800
0.46116994333840255,250000
0.46116994333840255,125000
0.46116994333840255,280000
0.46116994333840255,180000
0.46116994333840255,160000
0.46116994333840255,130000
0.46116994333840255,180000
0.46116994333840255,162000
0.46116994333840255,185000
0.46116994333840255,79600
0.46116994333840255,164640
0.46116994333840255,131712
0.46116994333840255,74800
0.46116994333840255,63600
0.46116994333840255,138510
0.46116994333840255,95490
0.46116994333840255,92280
0.46116994333840255,67672
0.46116994333840255,280000
0.46116994333840255,160000
0.46116994333840255,170000
0.46116994333840255,140000
0.46116994333840255,137500
0.46116994333840255,81500
0.46116994333840255,253792
0.46116994333840255,158620
0.46116994333840255,259900
0.46116994333840255,139200
0.46116994333840255,118118
0.46116994333840255,79976
0.46116994333840255,293000
0.46116994333840255,185000
0.46116994333840255,180000
0.46116994333840255,90000
0.46116994333840255,165000
0.46116994333840255,115500
0.46116994333840255,110000
0.46116994333840255,70000
0.46116994333840255,142000
0.46116994333840255,102000
0.46116994333840255,141600
0.46116994333840255,121400
0.46116994333840255,240000
0.46116994333840255,170000
0.46116994333840255,222200
0.46116994333840255,136000
0.46116994333840255,55000
0.46116994333840255,49000
0.46116994333840255,135000
0.46116994333840255,110000
0.46116994333840255,200000
0.46116994333840255,180000
0.46116994333840255,246080
0.46116994333840255,184560
0.46116994333840255,168000
0.46116994333840255,130000
0.46116994333840255,105000
0.46116994333840255,70000
0.46116994333840255,105000
0.46116994333840255,100000
0.46116994333840255,243000
0.46116994333840255,152000
0.46116994333840255,167500
0.46116994333840255,106500
0.46116994333840255,79976
0.46116994333840255,115600
0.46116994333840255,79700
0.46116994333840255,281700
0.46116994333840255,141100
0.46116994333840255,173100
0.46116994333840255,86900
0.46116994333840255,258700
0.46116994333840255,133800
0.46116994333840255,120000
0.46116994333840255,85000
