work_year,job_title,job_category,salary_in_usd,company_size,work_setting,salary_category
1.0,0.5564516129032258,0.7777777777777777,0.03749425287356323,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.17765517241379308,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.12108505747126437,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.17765517241379308,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.12108505747126437,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.13925747126436783,0.0,0.0,1
1.0,0.6290322580645161,1.0,0.6629586206896553,0.5,1.0,3
1.0,0.6290322580645161,1.0,0.19544137931034483,0.5,1.0,1
1.0,0.3548387096774194,0.4444444444444444,0.4949425287356322,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.28735632183908044,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.2527241379310345,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.14034482758620692,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.4822988505747126,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.26689655172413795,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.5586206896551724,0.5,0.5,3
1.0,0.5564516129032258,0.7777777777777777,0.3586206896551724,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.4160919540229885,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.2436781609195402,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.41563218390804596,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.35977011494252875,0.5,0.5,2
1.0,0.4193548387096774,0.3333333333333333,0.3471264367816092,0.5,0.5,2
1.0,0.4193548387096774,0.3333333333333333,0.1335632183908046,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.471264367816092,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.3333333333333333,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.16091954022988508,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.1149425287356322,0.5,0.5,1
1.0,0.7741935483870968,1.0,0.471264367816092,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.1954022988505747,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.39080459770114945,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.31494252873563217,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.471264367816092,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.1954022988505747,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.07720689655172414,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.05486896551724138,0.5,0.5,1
1.0,0.7741935483870968,1.0,0.471264367816092,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.1954022988505747,0.5,0.5,1
1.0,0.7741935483870968,1.0,0.471264367816092,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.1954022988505747,0.5,0.5,1
1.0,0.9516129032258064,0.7777777777777777,0.471264367816092,0.5,0.5,2
1.0,0.9516129032258064,0.7777777777777777,0.1954022988505747,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.21839080459770116,0.5,1.0,1
1.0,0.282258064516129,0.2222222222222222,0.14942528735632182,0.5,1.0,1
1.0,0.282258064516129,0.2222222222222222,0.05037241379310345,1.0,1.0,1
1.0,0.5564516129032258,0.7777777777777777,0.31080459770114943,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.12873563218390804,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.34988505747126436,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.2436781609195402,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.2712643678160919,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.09977011494252873,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.27586206896551724,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.21839080459770116,0.5,0.5,1
1.0,0.4758064516129032,0.8888888888888888,0.2059402298850575,0.5,0.5,1
1.0,0.4758064516129032,0.8888888888888888,0.13522758620689657,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.3963563218390805,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.22777011494252875,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.3963563218390805,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.22777011494252875,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.3471264367816092,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.1335632183908046,0.5,0.5,1
1.0,0.7741935483870968,1.0,0.6698850574712645,0.5,0.5,3
1.0,0.7741935483870968,1.0,0.35333333333333333,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.3963563218390805,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.22777011494252875,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.04131954022988506,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.04131954022988506,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.3448275862068966,0.5,1.0,2
1.0,0.282258064516129,0.2222222222222222,0.28735632183908044,0.5,1.0,2
1.0,0.056451612903225805,0.8888888888888888,0.3103448275862069,0.5,1.0,2
1.0,0.282258064516129,0.2222222222222222,0.34942528735632183,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.2436781609195402,0.5,0.5,1
1.0,0.20161290322580644,0.0,0.39080459770114945,0.0,0.5,2
1.0,0.20161290322580644,0.0,0.14850574712643677,0.0,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.4027586206896552,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.18413793103448278,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.2712643678160919,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.09977011494252873,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.1724137931034483,0.5,1.0,1
1.0,0.3548387096774194,0.4444444444444444,0.12643678160919541,0.5,1.0,1
1.0,0.5564516129032258,0.7777777777777777,0.3471264367816092,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.1335632183908046,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.27586206896551724,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.1954022988505747,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.3804919540229885,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.21450114942528736,0.5,1.0,1
1.0,0.7741935483870968,1.0,0.6413793103448276,0.5,0.5,3
1.0,0.7741935483870968,1.0,0.4068965517241379,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.5770114942528736,0.5,0.5,3
1.0,0.7741935483870968,1.0,0.34942528735632183,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.42528735632183906,0.5,1.0,2
1.0,0.7741935483870968,1.0,0.3103448275862069,0.5,1.0,2
1.0,0.282258064516129,0.2222222222222222,0.34206896551724136,0.5,1.0,2
1.0,0.282258064516129,0.2222222222222222,0.1682758620689655,0.5,1.0,1
1.0,0.282258064516129,0.2222222222222222,0.38022988505747124,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.2845977011494253,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.12108505747126437,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.09280000000000001,0.5,0.5,1
1.0,0.7741935483870968,1.0,0.6988505747126438,0.5,1.0,3
1.0,0.7741935483870968,1.0,0.43908045977011495,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.45977011494252873,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.29195402298850576,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.5770114942528736,0.5,0.5,3
1.0,0.5564516129032258,0.7777777777777777,0.34942528735632183,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.2876551724137931,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.1606206896551724,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.3754022988505747,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.207816091954023,0.5,0.5,1
1.0,0.0967741935483871,0.7777777777777777,0.4763218390804597,0.0,0.5,2
1.0,0.0967741935483871,0.7777777777777777,0.27816091954022987,0.0,0.5,2
1.0,0.7741935483870968,1.0,0.45977011494252873,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.29195402298850576,0.5,0.5,2
1.0,0.9596774193548386,0.7777777777777777,0.5172413793103449,0.5,1.0,3
1.0,0.9596774193548386,0.7777777777777777,0.4482758620689655,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.24597701149425288,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.1827586206896552,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.3103448275862069,0.5,0.5,2
1.0,0.5,0.7777777777777777,0.232183908045977,0.5,0.5,1
1.0,0.5,0.7777777777777777,0.1724137931034483,0.5,0.5,1
1.0,0.5,0.7777777777777777,0.2988505747126437,0.5,0.5,2
1.0,0.5,0.7777777777777777,0.2597701149425287,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.3195402298850575,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.25517241379310346,0.5,1.0,2
1.0,0.8306451612903225,1.0,0.5172413793103449,0.5,0.5,3
1.0,0.8306451612903225,1.0,0.32701149425287357,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.4704597701149425,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.27816091954022987,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.3103448275862069,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.3793103448275862,0.5,1.0,2
1.0,0.7741935483870968,1.0,0.2528735632183908,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.534712643678161,0.0,0.5,3
1.0,0.5564516129032258,0.7777777777777777,0.2581609195402299,0.0,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.10344827586206896,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.09195402298850576,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.5402298850574713,0.5,0.5,3
1.0,0.3548387096774194,0.4444444444444444,0.2528735632183908,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.40229885057471265,0.5,1.0,2
1.0,0.7741935483870968,1.0,0.3563218390804598,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.43126436781609195,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.35356321839080457,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.2689655172413793,0.5,1.0,2
1.0,0.3548387096774194,0.4444444444444444,0.2206896551724138,0.5,1.0,1
1.0,0.5564516129032258,0.7777777777777777,0.432183908045977,0.5,1.0,2
1.0,0.5564516129032258,0.7777777777777777,0.2574712643678161,0.5,1.0,2
1.0,0.1774193548387097,0.0,0.2528942528735632,0.5,1.0,2
1.0,0.1774193548387097,0.0,0.15710114942528736,0.5,1.0,1
1.0,0.282258064516129,0.2222222222222222,0.22344827586206895,0.5,1.0,1
1.0,0.282258064516129,0.2222222222222222,0.17655172413793102,0.5,1.0,1
1.0,0.7741935483870968,1.0,0.42528735632183906,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.3333333333333333,0.5,0.5,2
1.0,0.008064516129032258,1.0,0.3378206896551724,0.5,0.0,2
1.0,0.33064516129032256,0.3333333333333333,0.39080459770114945,0.5,0.5,2
1.0,0.33064516129032256,0.3333333333333333,0.3103448275862069,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.3333333333333333,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.26436781609195403,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.2988505747126437,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.22988505747126436,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.2712643678160919,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.09954022988505747,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.5494252873563219,0.5,0.5,3
1.0,0.3548387096774194,0.4444444444444444,0.3310344827586207,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.3563218390804598,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.16091954022988508,0.5,0.5,1
1.0,0.5564516129032258,0.7777777777777777,0.2655172413793103,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.232183908045977,0.5,0.5,1
1.0,0.9435483870967741,0.7777777777777777,0.15264367816091956,0.5,1.0,1
1.0,0.9435483870967741,0.7777777777777777,0.06551724137931035,0.5,1.0,1
1.0,0.3548387096774194,0.4444444444444444,0.35402298850574715,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.17701149425287355,0.5,0.5,1
1.0,0.282258064516129,0.2222222222222222,0.3471264367816092,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.1335632183908046,0.5,0.5,1
1.0,0.9596774193548386,0.7777777777777777,0.40229885057471265,0.5,0.5,2
1.0,0.9596774193548386,0.7777777777777777,0.3448275862068966,0.5,0.5,2
1.0,0.7741935483870968,1.0,0.6680459770114943,0.5,0.5,3
1.0,0.7741935483870968,1.0,0.3025287356321839,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.3103448275862069,0.5,0.5,2
1.0,0.282258064516129,0.2222222222222222,0.24137931034482757,0.5,0.5,1
1.0,0.3548387096774194,0.4444444444444444,0.5977011494252874,0.5,0.5,3
1.0,0.3548387096774194,0.4444444444444444,0.3020689655172414,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.44482758620689655,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.3448275862068966,0.5,0.5,2
1.0,0.5564516129032258,0.7777777777777777,0.5602298850574713,0.5,0.5,3
1.0,0.5564516129032258,0.7777777777777777,0.3620689655172414,0.5,0.5,2
1.0,0.3548387096774194,0.4444444444444444,0.3103448275862069,0.5,0.5,2
